[Config Log (seed = 1509331198)]
{
  "solution_file": "solutions/bonus_1_p1_f1.txt",
  "log_file": "logs/bonus_1_p1_f1.txt",
  "runs": 30,
  "num_parents": 20,
  "num_offspring": 140,
  "solution_init": "",
  "sharing": false,
  "parent_selection": {
    "selection_weight": "Random",
    "rate_p": 0.8,
    "select_k": 3,
    "replacement": true,
    "adaptive_crossover": true,
    "rate_adjacency_crossover": 0.15
  },
  "survival_selection": {
    "selection_weight": "Truncate",
    "drop_parents": true,
    "rate_p": 1,
    "select_k": 5,
    "replacement": false
  },
  "mutations": {
    "adaptive": true,
    "creep_random": 0.1,
    "rotate_random": 0.1,
    "slide_random": 0.1
  },
  "terminations": {
    "eval_limit": 10000
  },
  "fitness": {
    "length": true,
    "width": true,
    "cut": false,
    "adjacents": true
  }
}




[Results Log]

[Run 0]
20	4.2	14	2.05	3	2487.2	2498
203	56.25	129	3.3	9	2455.5	2496
406	79.1	142	4.2	9	2438.6	2490
623	102.1	163	4	8	2438.1	2482
857	102.55	163	4.35	10	2438.8	2476
1100	101.4	147	4.35	9	2435.3	2468
1351	98.8	137	3.45	6	2442.8	2472
1607	97	161	4.6	11	2447.2	2484
1872	95.75	151	5.6	12	2445.4	2490
2139	86.1	151	5.55	11	2452.4	2480
2413	92.95	147	6.1	10	2446.8	2478
2688	102.3	138	5.5	13	2441.7	2464
2969	92.25	147	5.15	13	2445.7	2472
3246	109.05	143	4.65	9	2439.9	2474
3524	105.95	143	5.3	10	2439.2	2482
3805	109.6	148	3.95	9	2440.2	2478
4086	97.65	148	4.7	9	2448.8	2486
4371	100.8	160	3.9	10	2447.1	2482
4660	119	153	4.4	10	2435.4	2466
4948	109.3	153	4.4	11	2449.5	2476
5241	109.75	143	4.5	10	2447.4	2474
5539	112.85	153	4.8	12	2442.2	2470
5837	109.1	142	3.85	8	2449.2	2484
6134	96.35	160	4.05	10	2451.5	2474
6433	88	152	5.35	11	2447.7	2482
6735	101.55	146	4.6	10	2437.4	2480
7038	97.3	148	4.9	12	2441.9	2476
7346	87.75	149	4.85	9	2445.3	2476
7656	95.15	149	5.4	13	2441.5	2486
7970	99.25	135	5.05	9	2443.1	2488
8283	87.2	141	4.75	9	2446.5	2486
8590	89.85	150	4.5	10	2445.3	2488
8897	79.85	143	4.05	10	2451.9	2484
9204	88.65	138	4.55	9	2447.1	2488
9514	99.95	140	4.4	9	2446.1	2482
9829	98.2	138	4.45	11	2449.3	2482
10148	95.8	138	4.6	12	2447.1	2474

[Run 1]
20	5.5	13	2	3	2485.2	2492
204	56.55	142	2.9	7	2459.5	2494
408	75.55	142	3.25	10	2457.5	2496
632	99	153	2.9	6	2452.5	2488
870	101.85	149	3.15	6	2450.1	2482
1109	112.5	141	2.65	8	2443.2	2480
1355	105.7	157	3.65	8	2442.4	2482
1606	102.4	146	3.25	7	2442.8	2476
1858	93.45	154	3.6	10	2444.9	2486
2115	106	155	3	10	2442.8	2482
2374	113.5	153	2.85	7	2446.8	2478
2646	114	150	2.1	4	2450.6	2478
2914	123.65	145	3.25	8	2437.4	2486
3189	121.6	148	3.65	7	2436.5	2482
3468	114.15	151	4.4	10	2432	2472
3742	96.65	150	4.55	8	2442.2	2480
4020	97.3	152	5	11	2439.8	2476
4300	98.2	143	4.75	9	2438.5	2472
4583	107.6	151	5.75	9	2435.2	2466
4874	113.9	146	5.65	9	2429.8	2470
5177	98.35	144	5.05	9	2439.1	2476
5488	99.75	143	4.6	9	2438.6	2476
5803	97.85	142	5.2	11	2435	2480
6119	102	148	5.05	9	2435.4	2480
