[Config Log (seed = 1509322406)]
{
  "solution_file": "solutions/bonus_1_p2_f2_s1.txt",
  "log_file": "logs/bonus_1_p2_f2_s1.txt",
  "runs": 30,
  "num_parents": 20,
  "num_offspring": 140,
  "solution_init": "",
  "sharing": false,
  "parent_selection": {
    "selection_weight": "Random",
    "rate_p": 0.8,
    "select_k": 3,
    "replacement": true,
    "adaptive_crossover": true,
    "rate_adjacency_crossover": 0.15
  },
  "survival_selection": {
    "selection_weight": "Truncate",
    "drop_parents": true,
    "rate_p": 1,
    "select_k": 5,
    "replacement": false
  },
  "mutations": {
    "adaptive": true,
    "creep_random": 0.1,
    "rotate_random": 0.1,
    "slide_random": 0.1
  },
  "terminations": {
    "eval_limit": 10000
  },
  "fitness": {
    "length": true,
    "width": false,
    "cut": false,
    "adjacents": true
  }
}




[Results Log]

[Run 0]
20	6.25	20	9968.5	9986
202	105.95	322	9921.5	9984
400	160.9	322	9907	9984
610	198.95	317	9893.5	9982
820	235.2	322	9876.1	9960
1038	227.65	322	9896.3	9966
1273	233.4	329	9897.8	9958
1516	214.15	324	9906.5	9956
1754	214.95	324	9909.3	9968
1989	195.5	308	9912.2	9974
2226	192.45	308	9912.5	9962
2462	236.65	329	9901.2	9958
2690	255.45	314	9895	9944
2921	251.65	328	9899	9966
3147	241.5	315	9907.6	9956
3377	250.45	321	9902	9952
3606	251.95	316	9897.4	9956
3833	233.5	312	9910.5	9950
4056	227.95	329	9912.3	9962
4277	234.3	329	9911.7	9946
4501	229.75	305	9916.5	9954
4724	240.5	308	9908.2	9954
4951	236.65	287	9916.8	9944
5178	254.1	297	9906.5	9946
5405	254.1	295	9907.8	9940
5631	257.25	294	9914.4	9948
5864	256.6	293	9914.6	9944
6097	257.85	295	9914.5	9936
6332	225.4	295	9918.4	9956
6569	167.35	286	9929.2	9970
6809	190	310	9917.4	9952
7050	235.65	316	9911.5	9950
7291	255.6	301	9901.1	9952
7532	261.9	299	9897.8	9960
7774	247.95	300	9909.5	9942
8012	251.75	292	9910.6	9940
8251	254.95	309	9909.5	9944
8490	268.4	306	9903.3	9932
8729	275.75	302	9905.3	9932
8968	268.45	336	9897.6	9946
9208	247.25	309	9904.1	9950
9448	253.1	299	9901.9	9938
9688	239.6	307	9906.6	9936
9928	180.8	307	9918	9958
10168	235.75	307	9913	9956

[Run 1]
20	7.65	24	9964.7	9972
205	114.6	265	9910.7	9978
409	148.7	297	9902.9	9978
625	184.95	282	9889.1	9974
859	206.75	289	9883.5	9942
1092	205.7	311	9884.3	9956
1317	199.35	311	9891.5	9962
1548	211.2	327	9879.9	9956
1783	206.8	326	9902.5	9950
2010	217.1	326	9905.5	9954
2247	223.1	317	9907.6	9946
2475	215.2	317	9897.8	9958
2699	206.65	307	9904.4	9970
2923	221.95	307	9901.7	9960
3148	208.75	302	9907	9952
3377	208.8	319	9909.9	9946
3611	187.2	305	9918.1	9956
3847	217.9	316	9912.8	9956
4088	236.85	316	9912.5	9950
4321	243.3	316	9910.9	9946
4552	257.1	340	9899.8	9972
4783	209.3	338	9910.9	9976
5010	232.45	330	9900	9970
5234	196.5	308	9912.5	9962
5458	191.95	311	9923.5	9958
5683	212.65	299	9919.9	9958
5905	231.8	301	9923	9958
6126	242	301	9909.5	9948
6345	236.7	301	9914.2	9960
6565	242.05	295	9918.8	9946
6786	230.5	295	9924.2	9948
7008	242.75	289	9922.6	9950
7230	255.4	294	9916.6	9950
7451	265.05	297	9909.8	9942
7673	247.8	299	9914.7	9948
7895	193.1	295	9922.5	9954
8114	222.1	295	9913.6	9946
8334	236.25	295	9914.2	9948
8556	235.65	290	9918	9954
8778	236.75	297	9920.6	9948
9001	238.1	306	9914.1	9954
9225	215.8	303	9915	9960
9449	214.4	327	9917.7	9970
9667	245.7	323	9905.8	9964
9886	249.25	300	9908.5	9954
10106	263	300	9908.8	9948

[Run 2]
20	6.05	21	9967.6	9980
204	130.5	286	9905.3	9982
408	142.75	273	9917.5	9978
631	194.15	299	9896.8	9980
856	189.95	286	9912.1	9970
1079	218.75	298	9899.8	9958
1312	223.9	301	9901.9	9966
1543	215.15	286	9917.7	9966
1769	223.9	279	9908.5	9960
1997	195.45	290	9918.2	9972
2222	202.7	290	9918.4	9950
2447	217.7	295	9912	9952
2671	192.2	276	9908.2	9952
2897	218.7	299	9908.1	9970
3118	211.25	299	9906.4	9962
3342	215.75	288	9912.5	9970
3560	170.75	295	9927.4	9964
3780	186.05	294	9921.6	9956
3996	188.35	294	9928.1	9966
4214	214.9	284	9912.8	9970
4435	216.45	294	9920.1	9956
4654	212.55	313	9914.5	9960
4875	210.65	309	9908.5	9968
5097	204.1	312	9915.9	9958
5315	232.4	295	9890.6	9968
5532	232.9	308	9901.2	9948
5750	235.45	296	9899.7	9954
5969	249.35	314	9895.6	9946
6190	256.75	314	9895.9	9950
6411	250.3	316	9903.1	9932
6635	239.8	319	9906.5	9962
6864	209.25	320	9913.7	9942
7090	233.25	320	9915.2	9948
7314	249	320	9902.8	9948
7539	237.4	320	9903.8	9960
7761	230.6	320	9906.5	9946
7983	271.1	320	9901.9	9940
8207	281.5	315	9893.6	9924
8430	287.05	313	9893.5	9928
8653	262.15	315	9898.9	9940
8877	264.8	315	9900.8	9938
9100	221.55	315	9908.1	9952
9323	227.15	313	9913.6	9956
9546	240.15	319	9914.9	9956
9767	268.2	318	9896	9960
9989	244.75	319	9904.4	9956
10211	228.5	317	9908.7	9960

[Run 3]
20	5.7	13	9968.3	9978
208	131.1	296	9899.6	9980
416	178.2	326	9896.6	9982
633	206.75	309	9888.8	9946
857	238.8	300	9883	9944
1081	246.95	300	9886.1	9940
1301	244.1	308	9892.3	9940
1525	192	314	9908.8	9956
1758	235.3	320	9891.7	9962
1982	246.25	328	9896.8	9956
2203	243.3	328	9899.8	9968
2431	196.35	325	9909.7	9952
2652	220.15	325	9907.6	9956
2872	206.6	325	9909.6	9960
3093	232.65	325	9903.8	9954
3315	254.35	325	9897.5	9956
3537	242.15	322	9906.3	9956
3759	233.1	312	9912	9954
3984	240.55	312	9910.4	9944
4211	252.65	315	9906.8	9940
4438	248.2	315	9906.8	9956
4663	248.8	315	9896.7	9944
4889	266.25	317	9894	9942
5111	263.9	322	9892.6	9952
5332	244.6	322	9904.7	9954
5553	232.65	317	9909	9962
5774	262.8	319	9899.1	9960
5995	250.2	319	9900	9960
6217	255.7	321	9900	9946
6437	254.3	320	9903.8	9946
6657	246.85	322	9906.1	9944
6878	239.75	320	9909.6	9952
7100	208.55	321	9916.3	9962
7322	220.15	321	9898.8	9958
7542	214.1	317	9916.3	9960
7759	238.65	313	9893	9956
7976	251.25	305	9909.4	9962
8196	256.45	304	9905	9956
8416	254.95	305	9912.3	9952
8638	232.15	319	9918	9952
8860	193.35	315	9919.3	9954
9082	214.15	320	9918.9	9956
9305	206.9	303	9921.4	9956
9528	243.1	306	9899.4	9960
9751	261.15	306	9897.6	9954
9974	259.7	328	9897.5	9956
10197	220.8	310	9906.7	9970

[Run 4]
20	6.45	17	9967.1	9986
211	94.05	255	9927.8	9988
422	129.8	291	9914.9	9986
651	161.65	288	9912.5	9978
876	161.85	311	9918.7	9972
1093	184.05	291	9909.4	9978
1315	198.45	291	9907.8	9968
1540	207.8	294	9912.7	9956
1774	234.25	299	9905	9948
1997	238.9	312	9903.7	9954
2219	245.85	304	9895	9942
2437	246.65	312	9878.2	9954
2656	269.5	303	9876	9938
2875	255.4	303	9893.4	9964
3094	204.7	317	9919.8	9980
3313	205	292	9918.8	9976
3533	213.6	297	9907	9960
3757	209.1	290	9922.1	9958
3980	196.5	290	9930.8	9972
4205	227.7	277	9913.2	9948
4432	214.95	307	9912.6	9958
4659	210.35	292	9919.9	9950
4889	206.3	296	9908.1	9962
5119	234.35	300	9908.9	9956
5351	237.05	293	9915.7	9952
5587	233.3	301	9922	9958
