[Config Log]
{
  "solution_file": "solutions/solution_adaptive_mutation.txt",
  "log_file": "logs/log_adaptive_mutation.txt",
  "runs": 30,
  "num_parents": 35,
  "num_offspring": 200,
  "force_valid": true,
  "penalty_weight": 2.4,
  "adaptive_penalty": false,
  "adaptive_repair": false,
  "init_repair_chance": 0.1,
  "parent_selection": {
    "selection_weight": "Rank",
    "rate_p": 0.8,
    "select_k": 2,
    "replacement": true,
    "num_mates": 2
  },
  "survival_selection": {
    "selection_weight": "Rank",
    "drop_parents": true,
    "rate_p": 1,
    "select_k": 5,
    "replacement": false
  },
  "mutations": {
    "adaptive": true,
    "rate_per_offspring": 0.75,
    "creep_random": 0.2,
    "creep_stable_random": 0.5,
    "swap_position": 0.5,
    "swap_insertion": 0.2
  },
  "terminations": {
    "eval_limit": 10000
  }
}




[Results Log]

[Run 0]
6609	0.5121806	56	56
6734	0.488766	52	52
6861	0.4211713	47	47
6981	0.3461984	49	49
7106	0.4130202	36	36
7228	0.4124431	40	40
7356	0.4282071	35	35
7483	0.4113238	37	37
7605	0.4268826	39	39
7735	0.5066577	27	27
7864	0.4528904	46	46
7986	0.605225	49	49
8110	0.6266031	42	42
8241	0.6251146	36	36
8364	0.6223469	37	37
8484	0.5589389	34	34
8607	0.4873328	36	36
8727	0.51156	20	20
8859	0.4741071	36	36
8984	0.4806726	25	25
9104	0.4788174	38	38
9230	0.4043005	28	28
9349	0.3806864	38	38
9477	0.3400666	55.85714	57
9611	0.3215283	42	42
9736	0.2792423	41	41
9854	0.3631172	32	32
9989	0.308317	39	39
10123	0.3436365	37	37

[Run 1]
35	0.75	6.571429	27
158	0.7860984	17.68571	35
286	0.720826	34.11428	47
415	0.6561276	45.71429	69
541	0.6813894	46.45714	52
669	0.6974454	41.02857	53
797	0.6714169	47.97143	60
920	0.6819915	37	44
1044	0.6795828	50.4	59
1168	0.7385727	40.65714	50
1292	0.6378601	52.48571	62
1419	0.6193186	33.45714	37
1535	0.5539536	48.91429	59
1665	0.4995421	49.34286	68
1790	0.5278603	29.77143	48
1912	0.596817	48.45714	53
2039	0.5705717	41.22857	57
2158	0.5460186	31.82857	63
2285	0.5362864	36	36
2410	0.5790274	44.2	46
2534	0.5168903	42.11428	55
2666	0.5641002	43.08571	59
2791	0.6650955	44.37143	59
2914	0.6268497	38	38
3043	0.564065	50.88572	67
3171	0.5188913	52.68571	54
3299	0.454821	39	39
3424	0.5384006	47.02857	59
3548	0.4905801	19	19
3672	0.5093787	36.77143	39
3798	0.5141796	30	30
3920	0.5531539	50	50
4045	0.4540504	50	50
4170	0.4669636	38	38
4297	0.4374307	45	45
4425	0.4606597	46.8	53
4544	0.4472018	49.45714	50
4667	0.4346568	41.11428	43
4789	0.3534644	29.77143	32
4911	0.3401922	59	59
5031	0.2245637	36	36
5157	0.2593074	34.25714	50
5286	0.2401181	22	22
5408	0.2157128	31	31
5536	0.1792415	50	50
5661	0.1033679	39	39
5788	0.1583384	43	43
5915	0.1779719	45	45
6037	0.1906121	34	34
6160	0.1902069	45	45
6283	0.3086702	38	38
6406	0.3446811	47	47
6524	0.4032839	25	25
6653	0.4285515	31	31
6776	0.4706362	22	22
6903	0.5312915	58.94286	59
7029	0.560825	56	56
7152	0.4628522	41	41
7270	0.3992845	41	41
7391	0.3538041	47	47
7521	0.3052313	47	47
7645	0.3497957	53	53
7768	0.3342722	36	36
7894	0.3343548	51	51
8021	0.3342414	49	49
8148	0.3634934	30	30
8272	0.3381329	34	34
8392	0.3442758	43	43
8519	0.3126752	43	43
8646	0.3963371	34	34
8767	0.4105821	38	38
8903	0.4811454	54	54
9029	0.5140399	50.45714	52
9153	0.5098079	46	46
9277	0.4617953	33	33
9403	0.4789985	27	27
9526	0.4063261	59.6	60
9652	0.4354618	37	37
9776	0.4296939	30	30
9903	0.4364324	40	40
10023	0.4860183	56	56

[Run 2]
35	0.75	5	13
160	0.7792769	16.34286	39
292	0.8141736	30.62857	54
423	0.7923778	43.77143	61
548	0.7376013	41.42857	58
678	0.7567987	46.25714	60
796	0.7439948	47.71429	57
922	0.7305613	45.14286	57
1040	0.7773	41.4	47
1160	0.7651704	39.62857	54
1282	0.710781	42.71429	54
1408	0.694199	51.6	61
1533	0.6100441	51.37143	59
1664	0.5462777	47.91429	60
1786	0.5480795	42.82857	49
1909	0.5037249	40.02857	46
2038	0.5353284	44.68571	45
2159	0.5280881	44.48571	45
2275	0.5788209	40.51429	62
2398	0.5856937	49.34286	58
2523	0.472596	43.11428	49
2650	0.5256632	34	34
2780	0.5043789	32	32
2900	0.4373806	39.48571	62
3025	0.4121659	37	37
3146	0.3724898	47	47
3275	0.4958427	40.05714	48
3399	0.5206468	40.28571	42
3523	0.5542685	60.34286	65
3643	0.5762358	43.11428	52
3773	0.6861124	46	46
3893	0.6761931	46	46
4020	0.6752409	52.42857	56
4145	0.6282734	47.31429	48
4268	0.6078719	50	50
4391	0.6357296	43.2	44
4510	0.6339509	33	33
4637	0.6443419	50.05714	54
4760	0.6847681	34	34
4879	0.6286079	43	43
4997	0.7099218	44	44
5120	0.769094	25.34286	49
5245	0.775528	45	45
5364	0.7653074	53.37143	54
5482	0.7412081	40	40
5603	0.6988509	49	49
5723	0.6045004	54	54
5849	0.5279229	44	44
5969	0.5108317	36.77143	37
6094	0.5485663	42	42
6217	0.5492841	35	35
6347	0.5472415	33	33
6470	0.6379125	55	55
6597	0.5425137	35	35
6729	0.5566803	50	50
6857	0.5258764	56	56
6987	0.558515	26	26
7109	0.6327975	38	38
7236	0.542473	49	49
7358	0.5058293	34	34
7485	0.4829693	45	45
7605	0.4300248	32	32
7726	0.4670371	21	21
7851	0.5272568	30	30
7980	0.5667072	40.94286	56
8100	0.6942343	41	41
8230	0.7237386	31	31
8352	0.6384744	40	40
8481	0.6743716	50	50
8603	0.636117	39	39
8730	0.5786002	48	48
8854	0.5415824	50	50
8978	0.4699882	39	39
9104	0.4547711	37	37
9228	0.5178038	37	37
9355	0.4436374	35	35
9481	0.4049023	42	42
9608	0.519234	33	33
9737	0.5700152	22	22
9856	0.5825636	31	31
9983	0.5960996	31	31
10105	0.5596845	42	42

[Run 3]
35	0.75	6.542857	19
164	0.7154519	16.37143	33
287	0.7825286	28.17143	56
406	0.809086	35.37143	47
530	0.7815708	43.22857	63
651	0.7546334	43.65714	59
768	0.7315881	43.08571	63
889	0.7039427	47.14286	62
1015	0.6585494	47.25714	70
1135	0.607797	38.25714	50
1265	0.4864391	52.08571	69
1390	0.4876511	34.37143	50
1513	0.4966199	27.54286	52
1632	0.6159739	42.97143	55
1755	0.5944931	50.91429	63
1877	0.4473671	47.37143	53
2001	0.4053299	51.97143	53
2126	0.390988	35.2	62
2254	0.4434986	52.94286	61
2389	0.3179521	52.31429	56
2510	0.285073	32	32
2637	0.3794479	39	39
2768	0.4049435	34	34
2894	0.4402567	50.8	65
3019	0.4578357	47.25714	54
3146	0.359487	48.14286	61
3273	0.3183118	28	28
3401	0.3827932	48.14286	49
3529	0.3397825	42.85714	48
3658	0.4426909	21	21
3776	0.4999625	47	47
3900	0.4143452	43	43
4036	0.4310634	49	49
4168	0.446082	60.2	65
4290	0.4691422	55.82857	56
4409	0.4122948	43	43
4526	0.4222824	53	53
4646	0.3824477	40	40
4767	0.4116975	28	28
4896	0.4453435	50.57143	51
5027	0.4519975	40	40
5149	0.3976312	40	40
5274	0.3083948	39	39
5401	0.3708651	48	48
5530	0.4569508	43	43
5660	0.4842847	26	26
5783	0.4457808	47	47
5909	0.4611346	34	34
6029	0.4522729	51	51
6149	0.4509023	23	23
6271	0.5366787	41	41
6401	0.4699515	42.57143	44
6530	0.5044565	56	56
6657	0.5058756	41	41
6781	0.4057236	25	25
6906	0.3601412	50	50
7024	0.390827	42	42
7151	0.3930916	48	48
7277	0.4477932	39	39
7402	0.5474753	43	43
7521	0.5089215	47	47
7644	0.5344769	43	43
7762	0.4816008	39	39
7886	0.5681787	56	56
8012	0.5922454	43	43
8137	0.4557888	59	59
8261	0.3685445	47	47
8388	0.3971929	43.42857	44
8507	0.4947187	31	31
8638	0.505679	42	42
8763	0.5457075	43	43
8886	0.5598661	46	46
9011	0.5552988	41	41
9136	0.5879003	25	25
9262	0.585694	27	27
9383	0.5407959	30	30
9505	0.5686756	44	44
9630	0.5490557	40	40
9746	0.5223751	38	38
9870	0.5883409	42	42
9988	0.5696995	33	33
10117	0.5633991	34	34

[Run 4]
35	0.75	5.085714	14
164	0.7351372	18.14286	30
291	0.6679949	32.14286	45
419	0.6833543	40.85714	49
539	0.6790565	42.14286	60
666	0.6815431	44.14286	63
793	0.5896341	48.02857	61
921	0.614546	45.97143	59
1042	0.5674994	47.37143	57
1161	0.406945	49.45714	62
1288	0.4342488	32.54286	35
1409	0.3977634	44.05714	48
1533	0.4189423	39.4	53
1664	0.3372999	34.91429	44
1786	0.43063	53.4	56
1909	0.4764861	39.74286	42
2026	0.5301666	42.28571	44
2149	0.5398347	45.54286	47
2273	0.5031699	43.6	59
2397	0.5192081	45.34286	47
2522	0.5672801	49.31429	57
2645	0.610231	38.14286	45
2771	0.6578459	42.74286	56
2892	0.6497564	52	52
3012	0.6662938	34.4	40
3130	0.6349941	46.14286	47
3259	0.7187555	38	38
3381	0.6740636	38	38
3514	0.7376508	52.71429	55
3641	0.6678536	46	46
3765	0.6549951	41	41
3894	0.610199	49	49
4015	0.6752645	32	32
4142	0.6502285	36	36
4263	0.6422576	51	51
4386	0.6262016	42	42
4508	0.6337517	34.71429	39
4632	0.6063974	35	35
4754	0.4929699	37.4	41
4880	0.4911305	38	38
5004	0.4624416	52.74286	54
5135	0.4119364	24	24
5257	0.4967368	19	19
5382	0.5071709	34	34
5506	0.5264795	43	43
5630	0.4930817	41	41
5758	0.5312596	24	24
5874	0.5671557	41	41
5999	0.5687515	46	46
6122	0.5352648	40	40
6251	0.441225	42	42
6373	0.4554724	28	28
6491	0.4610197	49	49
6616	0.4554154	28	28
6739	0.4010069	39	39
6864	0.3788414	41	41
6992	0.3518873	34	34
7119	0.4229208	45	45
7240	0.4001822	35	35
7374	0.3479571	32	32
7500	0.4109581	24	24
7623	0.4705282	47.77143	48
7744	0.446446	48	48
7872	0.5015231	36.2	41
8000	0.5022232	48	48
8125	0.4643999	29	29
8249	0.4729611	48	48
8370	0.5082148	45	45
8495	0.4290183	33	33
8618	0.5209939	44	44
8742	0.5468013	43	43
8863	0.4577756	40	40
8992	0.5263028	46	46
9114	0.6385267	44	44
9237	0.5907806	41	41
9364	0.6252202	34	34
9487	0.5447858	24	24
9615	0.5714648	34	34
9742	0.472254	54	54
9873	0.3635503	46	46
10000	0.367971	27	27

[Run 5]
35	0.75	4.971428	12
162	0.7319584	16.25714	28
278	0.6984003	31.31429	45
403	0.6948251	37.77143	54
517	0.7403287	46.4	65
642	0.7195781	53.65714	71
768	0.7129475	48.37143	51
900	0.6003529	52.8	65
1026	0.6269655	41	48
1153	0.6541563	50.2	58
1274	0.6274279	43.2	52
1396	0.7203957	37.74286	53
1520	0.6739119	54.42857	61
1648	0.6886195	44.94286	51
1775	0.6927984	44.94286	51
1895	0.6824634	49.11428	56
2016	0.6770983	46.85714	57
2146	0.6536743	44.82857	49
2272	0.6713009	46.48571	54
2392	0.5823922	37.08571	38
2512	0.5455088	43	43
2642	0.6578256	36.51429	50
2767	0.5471604	32	32
2895	0.4654647	44.08571	50
3019	0.4287691	42	42
3142	0.4597396	38.77143	51
3260	0.5181257	45.65714	48
3386	0.4499784	30.54286	47
3509	0.4133389	23	23
3631	0.3978433	40	40
3758	0.4283961	35.4	47
3881	0.4490765	34.6	44
4007	0.4099751	41	41
4127	0.3376747	51.71429	52
4256	0.3343077	39	39
4382	0.4233972	36.05714	38
4502	0.4048572	39.68571	52
4628	0.5079135	39	39
4754	0.6156074	48.02857	50
4877	0.6426242	57	57
4998	0.6519592	42.14286	55
5129	0.6914909	46.54286	48
5264	0.7317083	22	22
5393	0.7417658	55	55
5516	0.7006321	44	44
5642	0.6640584	35	35
5768	0.6171092	51	51
5888	0.6683973	49	49
6014	0.5761368	47.68571	49
6132	0.5325085	35	35
6257	0.5485794	43	43
6380	0.5301696	53	53
6502	0.5556564	42	42
6624	0.5216405	40	40
6747	0.5378294	42	42
6871	0.4924421	28	28
6994	0.4791805	48	48
7115	0.5549316	48	48
7237	0.5403325	32	32
7358	0.492128	47	47
7479	0.530067	59.28571	61
7595	0.4860538	33	33
7723	0.4932505	42	42
7846	0.4705365	18	18
7974	0.5455661	29	29
8106	0.5364361	33	33
8234	0.6346164	37	37
8362	0.6358011	33	33
8485	0.6018405	34	34
8613	0.5994079	39	39
8734	0.642982	35	35
8859	0.6351865	45.85714	47
8988	0.6959879	31	31
9128	0.6100537	42	42
9254	0.5942308	49	49
9373	0.6172139	57	57
9495	0.6428366	50	50
9618	0.6116843	36	36
9742	0.5889056	45	45
9866	0.6197475	39	39
9992	0.6142066	41	41
10123	0.6268224	47	47

[Run 6]
35	0.75	6.428571	23
158	0.7821218	17.4	35
289	0.6771178	31.88571	59
408	0.5928177	50.74286	63
535	0.5688035	41.68571	62
662	0.5763773	46	57
782	0.563642	44.62857	58
911	0.5047396	43.51429	63
1033	0.4869898	41.91429	56
1160	0.5657183	46.94286	53
1282	0.5056372	36.02857	53
1406	0.5605701	41	41
1542	0.5521249	49.2	56
1659	0.6097256	46.2	64
1778	0.6256679	42.4	54
1897	0.6640886	49.51429	52
2022	0.541372	31.22857	56
2146	0.4536719	49.4	58
2269	0.4591743	42.4	43
2401	0.4543248	39.11428	49
2522	0.4638399	41.82857	54
2650	0.5243602	36.14286	43
2772	0.4891011	44	44
2901	0.4838166	33	33
3028	0.4900576	46.91429	61
3156	0.4916176	56.85714	63
3277	0.5125297	47.31429	65
3391	0.577485	39.85714	59
3516	0.6756958	37.94286	42
3642	0.5019894	36	36
3765	0.4509132	46	46
3884	0.4715397	33.74286	50
4012	0.4540275	44.94286	47
4137	0.4338515	47.91429	52
4263	0.4119406	39	39
4387	0.3375721	38	38
4516	0.3294454	34	34
4642	0.3515737	43	43
4775	0.3110597	31	31
4897	0.3837647	41.65714	45
5022	0.4854855	49	49
5145	0.5363158	34	34
5269	0.5027437	44.42857	51
5395	0.415884	48	48
5519	0.3458974	47.77143	48
5649	0.3599842	45.8	48
5778	0.4145916	32	32
5909	0.4722269	33	33
6028	0.4258792	43.94286	52
6156	0.3605568	51	51
6280	0.4013562	43	43
6401	0.4230685	24	24
6525	0.4264289	41	41
6655	0.4605506	38	38
6783	0.3250609	28	28
6912	0.3319346	38	38
7039	0.2901301	43	43
7163	0.3402345	30	30
7289	0.3015178	40	40
7412	0.3465724	45	45
7533	0.3684514	51.57143	52
7660	0.4767919	41.4	42
7792	0.5355312	49	49
7913	0.4867348	45	45
8040	0.581821	42	42
8158	0.6725173	26	26
8278	0.6269668	41	41
8397	0.7018914	53	53
8513	0.5860868	47	47
8637	0.6461125	45	45
8761	0.6004754	39	39
8884	0.5206093	31	31
9002	0.4886383	28	28
9119	0.4925988	40	40
9237	0.4906327	38	38
9365	0.5019929	41	41
9489	0.5397679	36	36
9615	0.3722939	43	43
9730	0.4678514	50	50
9858	0.3972885	30	30
9983	0.4570346	48	48
10112	0.4345403	35	35

[Run 7]
35	0.75	6.057143	16
165	0.7973896	17.77143	38
294	0.8078492	35.48571	71
420	0.7022637	46.71429	59
541	0.6941701	48.51429	68
667	0.6793728	49.62857	63
789	0.6699546	45.14286	64
910	0.709207	45.97143	57
1026	0.7463357	51.22857	64
1149	0.7156109	46.57143	50
1272	0.6539183	41.51429	68
1395	0.6043592	54.11428	73
1518	0.6294076	46	46
1641	0.6517776	40.2	53
1762	0.7154229	53.77143	58
1887	0.6614322	44.42857	59
2009	0.6066815	53.37143	56
2129	0.631844	48.57143	49
2251	0.641574	26	26
2373	0.631754	27.57143	33
2498	0.6943524	47.37143	52
2623	0.7060093	48.57143	53
2744	0.7034712	39	39
2867	0.7569678	50.28571	52
2996	0.7080583	43	43
3119	0.746816	29	29
3242	0.7237121	53.14286	60
3359	0.6984296	48	48
3491	0.6177588	35	35
3607	0.6176312	39.94286	53
3727	0.69359	41.08571	53
3854	0.7391279	30	30
3977	0.6569619	30	30
4097	0.6770887	41	43
4228	0.6150135	39.88572	42
4354	0.5985603	44	44
4479	0.6350513	38	38
4605	0.6234099	40	40
4735	0.5767668	30	30
4850	0.4704596	25	25
4977	0.3796217	34	34
5096	0.421069	41	41
5221	0.3509088	43	43
5353	0.4111659	38	38
5477	0.3889155	28	28
5607	0.2912368	49.28571	51
5731	0.2856532	52.91429	60
5853	0.3120868	40	40
5971	0.362544	42	42
6092	0.3659127	43.25714	44
6221	0.3686466	46	46
6344	0.3761538	40	40
6468	0.4251426	44	44
6585	0.4721023	43	43
6704	0.4082488	36	36
6829	0.4805517	35	35
6952	0.5225382	45	45
7074	0.5977599	21	21
7193	0.5700902	46	46
7313	0.5745359	41	42
7437	0.5725489	44	44
7566	0.6746864	37	37
7693	0.7047917	44	44
7822	0.670096	43.14286	65
7942	0.7506621	34	34
8061	0.6858716	38	38
8185	0.682631	53	53
8316	0.699807	39	39
8444	0.6444002	57	57
8560	0.6047863	39	39
8688	0.5007614	50	50
8815	0.5489433	52	52
8934	0.5036819	17	17
9066	0.5049172	57	57
9189	0.644463	32	32
9307	0.67032	47	47
9427	0.7335067	40	40
9551	0.7132006	50	50
9680	0.7547318	32	32
9802	0.8218284	26	26
9928	0.8896142	40	40
10058	0.8586129	43	43

[Run 8]
35	0.75	6.142857	19
161	0.7410331	21.02857	33
286	0.7621305	35.77143	52
401	0.7959082	37.42857	53
525	0.8061171	42.2	59
643	0.779618	44.94286	58
769	0.8420981	42.94286	59
890	0.7795575	37.88572	56
1014	0.7548456	47.25714	57
1138	0.8012927	38.91429	56
1268	0.7906364	48.22857	54
1389	0.8127817	42.34286	55
1520	0.7971004	40.91429	51
1635	0.7903484	49.68571	53
1753	0.7043093	16.14286	35
1884	0.735095	51.65714	62
2008	0.7187546	42.48571	47
2132	0.7650554	31	31
2261	0.8041958	43.71429	44
2385	0.7545009	17	17
2513	0.7120765	47.85714	50
2641	0.6317313	43.31429	59
2761	0.5821542	43.57143	52
2885	0.5702516	36.82857	59
3012	0.5953502	39.17143	41
3135	0.4853248	43.6	44
3256	0.5078827	49.31429	60
3388	0.4675224	46	46
3512	0.4226511	41.6	42
3641	0.489875	46	46
3768	0.5327071	53.74286	56
3889	0.5187914	44.71429	46
4015	0.4777764	35.74286	36
4137	0.5866792	37	37
4269	0.5894384	50.14286	51
4390	0.5696934	34.45714	36
4510	0.4649129	35	35
4633	0.4864904	40.08571	47
4755	0.4568154	43	43
4878	0.507632	31	31
5005	0.4722553	43.22857	47
5120	0.4577917	52.94286	55
5240	0.5469941	44.14286	45
5362	0.531324	38	38
5491	0.5144801	38	38
5621	0.4999812	41.28571	51
5743	0.6050546	43.88572	44
5867	0.6354555	40	40
5989	0.7191607	39	39
6118	0.7162849	32	32
6248	0.7240595	41	41
6374	0.7664701	52.54286	53
6502	0.7675925	42	42
6628	0.7076231	29	29
6747	0.7139719	45	45
6871	0.6971279	47	47
6999	0.664345	39	39
7122	0.6149244	46	46
7245	0.6502458	36	36
7366	0.6012689	29	29
7483	0.6382399	33	33
7609	0.6179208	15.97143	37
7731	0.6195752	17	17
7854	0.6215194	40	40
7981	0.5670698	38	38
8107	0.5207195	41	41
8234	0.5201079	42.82857	49
8352	0.4942707	32	32
8471	0.4030964	39	39
8595	0.4394885	40	40
8722	0.4711204	33	33
8839	0.451605	35	35
8969	0.4692833	45	45
9099	0.4397129	38.74286	46
9222	0.5022287	37	37
9357	0.4950477	43	43
9472	0.495668	47	47
9597	0.4088083	48	48
9720	0.4927944	29	29
9840	0.4470126	43	43
9967	0.439166	43	43
10091	0.4263808	45	45

[Run 9]
35	0.75	6	24
166	0.7389383	15.82857	31
289	0.7275941	26.6	42
414	0.6871816	42.4	59
543	0.6351585	47.8	74
669	0.5502682	51.02857	62
794	0.5329893	46.05714	67
917	0.5139538	38.48571	46
1039	0.3998104	42.02857	49
1163	0.3334108	40.02857	47
1286	0.3601403	48	60
1409	0.4221445	33.54286	49
1533	0.411525	54.74286	63
1660	0.3833179	39.4	40
1780	0.4685092	47.94286	50
1899	0.4133461	21	21
2023	0.4485437	42.88572	45
2151	0.4480549	42	42
2276	0.46702	32.51429	54
2403	0.4966831	44.82857	50
2520	0.4881517	39	39
2642	0.4631384	34.82857	47
2764	0.4118069	28	28
2896	0.3734602	32	32
3014	0.3704002	44	44
3127	0.3242826	39.05714	77
3251	0.3034447	48.97143	52
3379	0.3119601	41	41
3504	0.2481686	25.91429	41
3625	0.3552045	50	50
3757	0.410094	38.6	41
3878	0.4670275	30	30
3997	0.5007805	57.68571	62
4118	0.3870452	45.51429	51
4243	0.2867499	47	47
4368	0.2303659	47	47
4491	0.1913086	35	35
4621	0.155112	46	46
4745	0.2127809	44	44
4866	0.1805888	47	47
4986	0.2040692	43	43
5104	0.2656747	38	38
5233	0.2598015	47	47
5365	0.267055	41	41
5492	0.2388486	47	47
5617	0.2377848	42.8	47
5740	0.2271174	40.08571	41
5861	0.2016313	46	50
5985	0.2159313	37	37
6112	0.2077779	47	47
6240	0.2211519	32	32
6361	0.2400291	35	35
6491	0.1898283	45	45
6618	0.1621175	43	43
6736	0.1833543	30	30
6860	0.2206965	49	49
6986	0.2738923	32	32
7109	0.27463	55	55
7230	0.3762891	45	45
7356	0.302577	40	40
7484	0.3148056	54	54
7609	0.3887021	40	40
7729	0.4421166	28	28
7854	0.459739	46	46
7980	0.368021	33	33
8109	0.4119881	41	41
8236	0.4322144	48	48
8355	0.4905265	48	48
8480	0.4750896	45	45
8601	0.4218706	38	38
8723	0.4277897	51	51
8844	0.3675148	54	54
8969	0.4610496	44	44
9095	0.3607423	40	40
9216	0.3431655	36	36
9342	0.3622902	53	53
9467	0.356923	49	49
9591	0.347462	45	45
9719	0.3481635	25	25
9849	0.3254406	37	37
9972	0.3667313	39	39
10104	0.3844492	37	37

[Run 10]
35	0.75	6.257143	15
160	0.7537067	15.62857	28
288	0.8379966	31.48571	51
414	0.7791423	36.05714	57
541	0.8123397	48.54286	59
670	0.7434407	54.2	64
795	0.7946078	35.97143	53
919	0.8244412	48.31429	57
1038	0.7876588	47.62857	57
1165	0.767422	42.45714	65
1287	0.6830676	37.4	53
1412	0.6878428	45.62857	51
1533	0.7102907	45.25714	50
1667	0.735945	61.08571	66
1790	0.7877548	50.31429	55
1914	0.7519605	44.11428	49
2039	0.7407872	47	47
2165	0.8148532	50.37143	53
2292	0.7139866	43.17143	55
2418	0.700662	31	31
2539	0.6161671	40	40
2663	0.5560625	43.91429	47
2790	0.5693671	54.57143	58
2918	0.5783023	60.68571	63
3032	0.5899774	52.28571	54
3166	0.650585	36.45714	53
3293	0.5657549	52.28571	54
3418	0.6523418	42.4	44
3545	0.6863508	46	46
3665	0.5864862	43.34286	44
3783	0.5995918	29.88571	43
3903	0.59987	41	41
4028	0.5566275	23	23
4147	0.6316755	44.88572	45
4270	0.7504319	33	33
4396	0.7599109	53	53
4525	0.7939154	51	51
4653	0.7887039	26	26
4773	0.7427052	34	34
4894	0.7284762	46.62857	48
5011	0.7064645	41	41
5136	0.6538228	31	31
5262	0.6953574	36	36
5387	0.6288573	50	50
5511	0.6574383	43	43
5636	0.6823834	44	44
5758	0.6473944	45	45
5881	0.6364409	44	44
6010	0.7267756	42	42
6138	0.8274117	34	34
6263	0.8175966	26	26
6382	0.743859	47	47
6505	0.7330261	41	41
6630	0.6901132	36	36
6763	0.7513603	50	50
6891	0.700117	54	54
7011	0.6701288	20	20
7134	0.5866472	51	51
7252	0.5408377	46	46
7384	0.5591381	33	33
7511	0.5201331	34	34
7639	0.5377104	27	27
7760	0.4955056	46	46
7883	0.3912902	43	43
8007	0.4555335	28	28
8133	0.4559521	30	30
8258	0.3918914	30	30
8385	0.4152207	25	25
8514	0.4865561	53	53
8637	0.4031891	57	57
8761	0.4124644	39	39
8894	0.4960259	55	55
9022	0.5040686	44	44
9150	0.5442328	50	50
9276	0.4734161	38	38
9401	0.4681028	38	38
9519	0.4271558	49	49
9641	0.3997448	39	39
9764	0.4789942	40	40
9890	0.5686361	29	29
10008	0.5273476	47	47

[Run 11]
35	0.75	7.542857	20
162	0.7451127	22.02857	37
282	0.7362688	37.97143	58
405	0.7024401	45.97143	56
531	0.6642101	46.6	67
661	0.6824237	51.74286	64
788	0.7154259	45.8	63
918	0.7262477	33.34286	59
1041	0.66449	51.34286	65
1166	0.6819816	40.22857	50
1288	0.6926311	47.97143	63
1413	0.7533776	55.54286	64
1546	0.6817318	40.54286	41
1671	0.6424838	44.54286	51
1795	0.6289474	38	38
1915	0.5646572	41.85714	53
2038	0.4989775	48.22857	55
2165	0.5363343	60.82857	63
2296	0.4923186	41.62857	42
2417	0.5175556	29	29
2537	0.4955485	54	54
2658	0.4309284	51	51
2784	0.5091458	58.88572	59
2905	0.4454039	42	42
3032	0.4065232	44	44
3161	0.3553416	42	42
3280	0.4821054	49.22857	56
3407	0.5105812	47.31429	48
3533	0.5090427	51	51
3659	0.6038357	47	47
3786	0.5510222	47	47
3917	0.5270588	41.4	51
4040	0.5719355	46	46
4166	0.4545952	41	41
4289	0.4668557	47	47
4419	0.4420967	44	44
4541	0.5159188	49.05714	51
4672	0.5473011	44	44
