116

[Solution]

22,8,1
80,8,2
82,2,2
48,10,0
12,9,2
77,2,0
45,3,1
20,4,3
118,1,2
99,3,1
69,4,1
60,0,2
18,3,0
121,6,2
10,7,0
36,1,2
26,3,1
1,10,3
63,3,0
89,6,3
91,14,1
34,14,0
104,9,3
39,11,0
5,11,0
106,0,1
41,10,1
68,13,1
36,0,1
0,7,2
14,3,0
23,1,0
34,5,3
109,3,0
3,13,2
8,10,0
56,10,2
16,5,2
19,8,0
114,6,0
59,4,1
70,5,0
65,14,2
24,13,0
12,5,2
0,0,0
0,2,3
50,8,2
29,0,2
54,2,0

[Solution]

177,6,3
136,0,1
82,2,2
48,10,0
104,0,2
77,2,0
45,3,1
20,4,2
90,1,1
98,4,1
69,4,1
60,0,2
18,3,0
122,8,0
148,4,2
59,2,2
26,3,1
176,9,3
63,3,3
82,6,3
90,12,0
34,14,0
104,9,2
36,10,1
5,11,1
91,3,0
81,11,2
58,14,1
36,0,1
21,2,1
1,3,0
9,0,2
34,5,3
109,3,0
3,13,2
14,10,2
43,6,0
10,6,1
19,8,1
114,6,0
59,4,1
70,5,0
59,14,0
24,13,0
6,5,0
0,0,0
15,1,3
22,17,2
29,0,2
65,15,3

[Solution]

23,2,1
4,7,0
13,4,0
106,3,1
55,1,2
22,1,1
12,3,1
20,2,0
31,0,2
70,4,0
113,3,1
75,0,2
105,5,1
64,3,0
52,2,3
7,3,0
101,3,3
59,0,0
10,0,3
40,1,0
52,3,2
54,6,1
84,1,1
15,1,3
39,1,3
0,4,0
53,0,3
58,3,0
96,1,0
78,2,0
97,3,2
59,2,0
66,1,0
102,0,1
80,3,0
36,1,3
26,0,1
33,5,0
31,7,0
22,10,0
9,8,0
7,4,0
38,4,3
48,1,1
1,3,3
26,3,0
3,0,3
35,3,0
11,3,2
42,1,3

[Solution]

30,6,1
26,3,1
37,0,3
16,6,0
22,1,1
15,1,2
10,3,3
3,0,2
12,4,0
13,1,0
25,0,3
54,3,3
9,4,2
0,11,1
19,10,3
0,2,0
5,4,2
23,2,0
0,1,1
45,3,3
46,2,1
8,9,1
18,0,2
35,2,0
12,6,0
5,6,1
7,7,0
43,6,0
14,0,1
41,5,2
20,3,0
58,8,2
4,8,0
0,3,2
63,3,0
17,7,0
25,5,2
5,7,3
26,4,2
11,4,2
19,0,2
29,2,3
25,1,0
3,8,2
17,2,0
4,1,3
1,8,3
4,0,1
11,0,1
49,2,1

[Solution]

33,6,3
27,5,0
54,0,0
17,3,0
42,2,0
71,1,1
79,3,0
51,1,3
48,2,1
112,1,0
57,1,2
139,0,1
126,3,3
97,2,0
150,2,3
144,1,2
186,0,1
83,1,0
159,2,0
36,2,1
134,4,1
67,5,2
175,1,0
136,2,2
64,5,3
188,2,0
21,1,0
92,2,0
43,1,0
52,4,0
0,0,1
47,4,2
15,7,1
87,1,1
63,0,3
23,0,0
4,4,2
66,4,3
76,0,3
148,0,1
170,1,1
121,3,0
162,3,0
59,0,2
14,0,3
1,3,3
9,0,2
0,4,2
101,3,0
10,2,0

[Solution]

33,6,3
27,5,0
55,1,2
159,4,0
40,0,3
122,9,2
85,3,0
45,2,0
52,2,2
112,1,3
67,1,2
35,0,2
128,3,2
28,3,1
148,3,0
2,5,1
76,2,0
89,1,0
180,2,2
152,0,1
169,2,1
71,0,1
180,6,0
126,1,0
139,1,0
158,0,1
172,1,2
91,3,0
43,1,0
42,4,0
36,2,0
57,4,0
15,7,1
79,0,1
63,3,0
23,0,0
4,4,2
0,0,0
54,7,3
48,1,2
8,4,2
11,7,3
173,3,2
62,1,1
18,0,2
1,3,3
9,0,2
37,3,0
19,1,1
103,5,2

[Solution]

30,6,1
21,3,2
37,0,3
12,5,0
21,1,3
18,1,2
3,4,0
3,0,2
10,4,0
26,1,3
25,0,3
54,3,3
9,4,2
0,11,1
12,10,0
0,2,0
0,3,1
18,4,3
0,1,1
45,3,1
42,2,0
4,10,1
18,0,2
35,2,0
16,4,0
3,5,1
7,7,0
43,6,0
14,0,1
35,5,0
20,3,0
58,8,2
4,8,0
11,4,2
63,3,0
11,7,0
25,5,2
20,9,3
26,4,2
10,5,2
41,7,3
29,2,3
16,3,1
3,8,2
5,2,0
30,4,1
1,8,3
4,0,1
11,0,2
49,2,1

[Solution]

52,6,0
112,2,2
54,0,3
16,3,1
47,1,1
126,8,2
84,3,0
115,1,1
