21

[Solution]

56,5,0
59,0,0
31,6,0
38,11,0
1,3,1
76,0,1
21,5,0
15,7,1
0,16,1
34,0,3
73,1,0
2,2,2
62,13,0
50,5,2
54,3,2
12,8,3
27,0,1
3,7,0
40,6,0
45,12,3
42,5,3
1,13,1
49,7,0
95,7,2
7,9,2
80,1,1
90,0,0
86,1,2
25,1,1
111,14,3
18,15,0
57,9,1
1,6,2
33,5,1
6,4,2
48,3,2
70,2,1
8,4,0
54,4,2
12,0,0
80,4,0
7,7,1
29,3,2
98,8,1
61,4,0
21,2,2
8,8,0
110,1,3
30,6,0
61,6,3
56,9,1
75,4,0
76,3,3
24,3,3
69,6,3
34,3,0
7,10,2
19,13,2
11,4,2
73,8,2
46,6,3
36,1,0
12,5,0
21,8,0
52,4,3
52,1,2
9,12,3
22,4,0
74,2,3
14,2,1
3,1,2
40,4,1
71,12,1
2,10,1
9,2,0
25,8,0
68,11,3
79,4,2
43,5,2
62,1,1
1,12,1
96,1,3
81,2,1
91,4,0
51,8,1
10,5,0
14,3,3
27,7,0
16,1,2
22,1,3
60,7,2
100,2,1
69,2,0
45,3,0
64,4,2
70,4,2
72,1,2
13,4,3
67,7,3
108,5,1

[Solution]

52,5,1
38,1,0
8,7,2
60,9,3
10,9,2
76,0,1
9,9,1
8,6,3
26,6,0
36,0,3
85,1,0
2,2,2
67,10,3
79,6,3
43,2,0
23,7,3
40,2,0
5,8,2
46,6,1
0,18,1
42,5,3
45,16,1
38,7,1
95,7,0
28,7,1
21,7,3
54,2,1
82,1,0
29,0,0
111,14,3
46,12,1
43,8,1
1,3,2
44,5,0
43,1,0
24,2,1
70,2,1
14,8,3
33,1,1
54,0,2
76,3,3
12,9,1
28,3,2
104,8,1
36,4,1
29,2,1
4,9,3
49,6,2
48,6,2
90,4,1
75,5,2
41,2,1
76,2,3
27,2,0
72,3,1
34,3,0
8,13,2
19,13,2
56,1,0
67,8,3
59,3,1
26,1,1
0,3,0
20,18,0
3,8,2
50,1,2
74,9,3
13,5,0
0,5,3
7,3,1
12,5,3
33,2,0
71,12,1
13,3,1
52,4,3
57,4,0
0,8,1
67,1,1
71,10,1
80,2,0
1,12,3
86,1,0
102,2,1
30,6,1
44,4,1
10,5,0
29,5,3
33,7,0
16,0,2
23,1,2
63,5,0
3,10,3
66,9,3
3,0,2
7,2,3
42,3,3
7,4,3
55,0,2
72,8,3
108,5,1

[Solution]

57,5,2
46,1,3
31,6,0
35,11,0
26,3,1
76,0,1
21,5,0
3,4,1
0,16,1
0,7,0
78,1,0
0,2,2
7,13,0
98,6,0
54,3,2
11,6,1
51,3,0
25,2,3
53,11,0
45,12,3
19,2,1
2,11,0
49,7,0
95,7,0
8,10,1
80,1,1
90,0,0
15,10,2
19,1,0
111,14,3
9,13,3
42,3,3
64,6,0
35,4,1
84,1,3
48,3,2
70,2,1
18,2,1
33,1,1
50,0,0
80,4,0
19,7,3
21,3,3
82,7,2
61,4,0
64,2,3
23,9,2
110,1,3
40,6,2
75,4,2
52,4,3
69,4,2
73,3,2
24,3,0
68,6,2
34,3,0
0,11,2
19,13,2
16,4,1
61,8,0
47,6,1
22,0,1
16,5,1
0,9,2
8,7,3
58,1,0
16,12,3
27,3,1
74,2,3
23,3,3
46,2,1
40,4,1
98,1,0
14,6,0
3,0,1
16,11,1
10,3,2
79,4,2
43,5,2
37,1,2
0,8,0
115,0,3
89,2,3
32,6,0
51,8,1
10,5,3
15,3,0
7,7,1
22,1,2
11,1,1
71,7,3
100,2,1
66,9,3
7,4,1
0,3,3
70,4,2
72,1,2
30,4,1
32,9,3
108,5,1

[Solution]

44,3,2
52,1,1
56,5,2
26,8,0
16,8,1
9,1,3
21,5,0
1,2,3
0,16,1
87,1,1
73,3,2
19,1,3
68,13,0
97,6,3
57,3,0
84,3,1
13,8,0
45,3,2
2,10,1
11,9,0
46,4,1
1,4,1
3,8,1
94,7,1
5,11,1
37,2,3
78,2,0
27,10,2
24,1,1
10,2,1
10,10,2
43,9,1
62,0,2
40,5,1
36,11,0
63,2,1
80,3,3
2,6,3
54,4,2
10,5,3
80,4,0
6,13,0
83,3,0
77,7,2
37,4,0
103,2,3
30,9,0
36,6,2
25,6,0
43,4,3
44,10,1
23,3,1
82,3,0
12,4,0
79,6,2
31,3,3
23,13,0
49,6,2
20,0,3
90,10,0
106,5,1
22,2,0
5,2,2
11,7,3
91,3,1
61,1,1
21,1,2
30,7,1
15,4,3
2,2,0
97,1,2
40,2,1
109,2,0
42,6,0
85,3,1
19,7,0
49,3,2
113,5,2
74,6,0
99,5,2
72,6,3
96,4,1
33,1,1
97,4,2
4,9,3
0,3,2
4,3,1
23,4,3
26,6,2
23,5,0
42,3,1
93,3,3
69,2,0
50,2,2
45,7,2
29,2,1
41,0,0
37,3,0
42,4,2
114,4,1

[Solution]

11,6,0
103,2,1
73,0,1
1,9,1
108,3,2
25,3,0
81,10,1
38,17,0
33,6,2
46,5,0
3,10,1
14,0,3
0,11,1
7,15,2
66,6,2
48,12,0
86,16,0
4,2,3
57,2,0
39,5,0
45,3,1
37,8,1
2,0,3
104,9,0
20,4,2
29,2,2
12,3,1
14,9,2
0,4,3
15,2,3
97,13,2
59,4,0
17,1,0
115,0,0
0,6,3
30,2,0
97,1,3
16,5,1
16,13,0
32,6,1
49,7,0
79,11,1
2,1,1
9,0,2
5,6,3
61,12,0
58,17,2
6,17,0
12,8,3
11,11,0
102,11,2
24,17,1
21,0,0
48,0,1
83,6,0
0,13,1
43,6,2
89,3,2
2,2,0
36,13,0
80,5,2
70,2,1
39,14,1
82,11,2
93,13,3
60,4,2
52,4,2
0,14,0
10,10,3
37,4,0
38,2,0
17,4,3
