1

[Solution]

24,18,3
71,13,0
4,14,0
61,1,0
0,18,2
19,12,0
36,15,0
5,15,1
25,11,1
23,16,0
18,8,2
3,2,3
11,8,2
38,3,3
28,9,0
13,7,1
52,4,1
26,17,0
9,7,1
43,18,1
39,2,2
5,5,3
31,3,0
17,11,1
31,15,1
57,4,1
26,2,1
6,17,2
59,0,1
1,15,2
26,13,3
82,9,0
12,1,3
2,4,0
24,19,0
24,13,3
1,16,2
18,1,3
0,10,2
40,7,2
38,4,0
12,2,3
32,4,0
59,16,0
11,9,1
42,7,1
20,18,3
12,8,2
0,4,2
4,1,0
21,6,1
14,1,0
39,15,2
65,9,0
6,10,3
0,9,1
44,14,0
70,6,2
5,7,1
10,0,1
48,6,3
1,11,0
40,8,2
21,14,1
23,6,1
79,14,0
31,9,3
55,15,0
35,0,1
60,2,0
76,14,1
43,1,3
23,4,3
10,16,3
32,3,1
33,8,3
38,0,3
61,4,3
43,4,2
36,16,1
38,16,0
33,13,1
27,1,3
18,4,2
14,6,0
65,15,0
46,3,1
18,15,0
58,1,0
0,1,2
36,9,3
51,12,2
69,2,1
27,4,0
22,14,3
16,13,1
31,10,2
49,3,3
57,17,0
1,5,1
