105

[Solution]

86,6,3
8,1,1
41,3,3
16,3,0
61,0,3
107,2,3
55,1,0
102,3,2
78,1,3
90,3,0
0,1,2
73,1,0
8,3,2
15,3,1
79,4,2
63,1,2
4,0,1
71,2,0
27,2,2
45,1,0
66,3,1
16,4,1
10,0,2
2,7,0
6,3,0
31,2,2
3,5,2
64,1,1
24,7,1
36,8,1
50,6,3
82,6,1
1,0,0
20,1,2
14,0,2
43,6,0
84,6,3
117,2,0
74,6,0
4,12,3
12,4,1
1,9,3
19,7,0
67,6,1
26,3,1
78,5,0
114,4,3
2,4,2
99,4,2
90,2,1

[Solution]

12,7,3
82,0,1
64,0,2
67,0,3
28,3,0
13,1,1
54,0,0
73,4,3
0,5,2
0,3,1
39,7,0
16,11,3
61,3,2
53,3,3
14,4,0
32,0,0
44,2,1
3,3,3
96,0,3
10,1,0
8,7,1
23,6,1
20,2,0
74,0,0
7,3,0
52,4,0
0,0,0
31,7,2
21,3,3
12,0,0
33,3,3
36,4,1
17,4,2
47,0,2
32,1,3
26,2,2
27,3,2
58,6,2
22,1,1
9,7,0
18,3,1
8,3,1
5,4,3
1,6,2
92,2,0
17,0,0
47,3,0
25,3,0
2,8,2
33,5,0

[Solution]

20,6,3
3,1,2
79,5,2
48,3,0
46,3,0
73,3,1
11,8,2
67,0,3
6,5,3
7,12,0
38,5,0
25,4,1
5,3,0
53,12,1
37,6,0
2,1,2
0,3,1
22,3,1
0,14,0
6,1,0
60,2,3
28,0,1
5,9,1
24,12,0
2,10,0
60,7,3
0,12,2
69,1,3
65,15,1
51,17,1
16,7,0
4,3,1
26,6,3
14,3,1
31,3,0
34,1,0
10,7,3
43,8,0
17,2,3
15,5,2
48,6,0
12,14,0
18,17,1
26,16,1
55,13,1
57,13,3
49,6,0
33,6,1
56,6,2
30,9,1

[Solution]

31,0,2
25,3,0
37,5,1
55,4,0
26,0,2
41,15,0
0,9,1
39,3,0
7,6,3
19,12,0
41,10,0
43,3,1
1,4,3
56,13,1
23,4,2
1,3,0
9,1,2
2,2,0
28,7,0
4,1,0
27,3,2
5,4,1
50,1,3
24,12,0
4,11,0
61,6,1
36,1,0
63,3,3
69,18,3
