6

[Solution]

4,18,2
1,11,2
4,10,0
18,3,0
1,9,3
11,2,1
16,14,0
0,15,3
1,0,3
13,8,3
0,19,3
1,3,2
2,10,2
7,8,0
16,15,3
8,4,2
16,1,2
7,7,0
0,6,1
3,2,3
8,5,3
3,11,1
5,1,0
13,6,0
1,4,1
1,1,1
22,5,2
1,10,2
9,1,0
4,16,1
16,2,1
18,9,2
10,15,1
1,5,2
8,6,3
24,12,1
24,5,1
5,16,1
7,2,0
4,12,2
5,12,2
11,16,0
14,10,3
12,7,3
0,7,0
4,9,0
0,5,1
0,11,0
10,12,3
12,4,1

[Solution]

0,19,2
8,11,0
6,13,0
2,12,3
2,1,3
10,0,2
1,3,1
28,4,3
7,1,2
1,10,0
1,18,3
18,2,2
8,6,3
4,17,0
15,4,1
5,5,1
22,14,0
0,5,3
2,3,1
2,5,2
11,13,1
10,14,2
4,0,2
13,0,0
33,0,3
12,2,1
20,0,1
17,10,3
23,1,2
27,13,0
17,6,1
13,6,1
20,1,0
7,5,2
2,10,3
9,9,2
17,4,2
6,7,0
12,1,1
12,13,0
7,12,3
3,7,1
1,8,0
14,7,2
1,16,0
9,4,1
12,11,1
30,2,1
2,9,3
5,2,1

[Solution]

2,10,2
6,6,0
3,12,1
27,6,3
0,11,3
5,1,2
22,14,0
3,14,3
2,9,3
6,15,1
18,17,0
3,1,0
14,7,0
3,2,0
10,6,1
2,3,0
17,3,1
5,8,0
16,2,0
4,4,2
5,18,3
0,17,2
1,4,0
3,4,3
22,0,0
3,0,1
15,3,0
16,17,2
12,1,0
4,7,2
8,3,1
6,11,0
18,5,0
16,5,1
9,6,2
19,16,0
11,1,0
37,5,0
9,2,0
9,10,3
2,13,2
9,16,0
1,12,3
1,5,2
0,15,1
0,6,1
2,8,1
17,1,3
7,2,2
18,2,1

[Solution]

0,19,2
4,10,2
10,11,1
23,0,3
13,2,3
20,1,2
18,14,1
2,5,3
12,2,2
8,1,0
14,18,3
8,3,1
5,7,0
10,12,0
7,14,0
7,3,3
6,13,2
4,0,2
4,2,0
1,1,2
4,16,1
7,19,2
19,0,0
2,1,3
24,2,2
0,2,0
9,1,1
0,8,1
7,1,0
13,6,0
8,0,1
3,8,3
5,11,1
13,3,2
3,4,0
29,16,0
8,7,3
16,11,0
17,3,0
20,3,2
0,12,1
3,12,3
35,3,1
1,12,2
3,17,0
1,3,3
4,6,3
13,1,1
15,4,3
13,9,1

[Solution]

0,19,2
8,10,0
21,8,1
21,3,0
2,2,0
8,0,0
3,4,1
4,14,2
34,5,1
10,6,2
2,13,3
2,12,3
23,7,2
3,18,0
3,12,1
25,1,0
4,5,3
1,13,1
1,2,2
23,5,1
7,14,1
0,11,1
2,6,0
28,8,0
6,1,1
0,2,0
0,0,1
11,11,3
18,1,1
12,5,1
17,0,1
15,9,2
8,6,2
1,4,1
3,11,0
19,16,0
15,4,3
5,6,2
2,3,2
8,3,2
5,17,2
12,13,0
26,10,1
22,7,2
1,17,0
4,7,0
19,7,1
9,3,1
9,7,2
12,2,1

[Solution]

11,6,2
1,11,3
19,1,0
4,8,0
31,14,0
3,1,2
0,10,0
1,3,3
1,0,3
12,5,2
0,18,0
22,4,1
15,4,0
11,7,0
9,18,2
0,3,3
1,14,2
15,13,2
6,1,0
17,1,1
7,11,2
0,19,2
8,0,3
14,8,0
6,10,0
2,2,3
0,8,2
20,6,0
19,9,3
14,3,3
5,2,0
24,4,1
23,3,2
3,12,0
1,18,0
2,7,0
16,2,2
15,5,1
0,1,0
9,14,2
4,3,1
27,1,3
3,4,3
5,13,2
16,4,0
1,8,1
11,16,2
14,12,1
8,2,2
12,12,2
